timestamp,config_name,sim_early,sim_mid,sim_late,temp_initial,temp_final,temp_start,temp_end,avg_score,std_dev,min_score,max_score
2025-11-09 22:24:24,sim[0.67,1.00,1.67]_temp[1.50,0.70,7..17],0.67,1.00,1.67,1.50,0.70,7,17,140.90,23.44,106,188
2025-11-09 22:28:58,sim[0.67,1.00,1.67]_temp[1.80,0.30,3..13],0.67,1.00,1.67,1.80,0.30,3,13,149.00,24.58,89,189
2025-11-09 22:33:29,sim[0.67,1.00,1.67]_temp[1.80,0.30,3..15],0.67,1.00,1.67,1.80,0.30,3,15,155.95,26.37,101,193
2025-11-09 22:38:00,sim[0.67,1.00,1.67]_temp[1.80,0.30,3..17],0.67,1.00,1.67,1.80,0.30,3,17,146.30,27.79,100,190
2025-11-09 22:42:32,sim[0.67,1.00,1.67]_temp[1.80,0.30,5..13],0.67,1.00,1.67,1.80,0.30,5,13,149.65,26.21,98,194
2025-11-09 22:47:03,sim[0.67,1.00,1.67]_temp[1.80,0.30,5..15],0.67,1.00,1.67,1.80,0.30,5,15,138.95,18.47,98,189
2025-11-09 22:51:35,sim[0.67,1.00,1.67]_temp[1.80,0.30,5..17],0.67,1.00,1.67,1.80,0.30,5,17,138.80,27.45,86,189
2025-11-09 22:56:05,sim[0.67,1.00,1.67]_temp[1.80,0.30,7..13],0.67,1.00,1.67,1.80,0.30,7,13,156.20,26.00,107,201
2025-11-09 23:00:40,sim[0.67,1.00,1.67]_temp[1.80,0.30,7..15],0.67,1.00,1.67,1.80,0.30,7,15,136.50,33.61,64,200
2025-11-09 23:05:11,sim[0.67,1.00,1.67]_temp[1.80,0.30,7..17],0.67,1.00,1.67,1.80,0.30,7,17,142.25,24.11,109,199
2025-11-09 23:09:43,sim[0.67,1.00,1.67]_temp[1.80,0.50,3..13],0.67,1.00,1.67,1.80,0.50,3,13,141.05,24.19,104,198
2025-11-09 23:14:14,sim[0.67,1.00,1.67]_temp[1.80,0.50,3..15],0.67,1.00,1.67,1.80,0.50,3,15,153.10,26.31,111,205
2025-11-09 23:18:46,sim[0.67,1.00,1.67]_temp[1.80,0.50,3..17],0.67,1.00,1.67,1.80,0.50,3,17,150.25,22.27,93,190
2025-11-09 23:23:17,sim[0.67,1.00,1.67]_temp[1.80,0.50,5..13],0.67,1.00,1.67,1.80,0.50,5,13,155.05,30.35,96,210
2025-11-09 23:27:49,sim[0.67,1.00,1.67]_temp[1.80,0.50,5..15],0.67,1.00,1.67,1.80,0.50,5,15,148.30,23.01,105,205
2025-11-09 23:32:20,sim[0.67,1.00,1.67]_temp[1.80,0.50,5..17],0.67,1.00,1.67,1.80,0.50,5,17,140.25,28.10,90,196
2025-11-09 23:36:51,sim[0.67,1.00,1.67]_temp[1.80,0.50,7..13],0.67,1.00,1.67,1.80,0.50,7,13,159.95,26.89,97,204
2025-11-09 23:41:23,sim[0.67,1.00,1.67]_temp[1.80,0.50,7..15],0.67,1.00,1.67,1.80,0.50,7,15,146.80,33.27,69,205
2025-11-09 23:45:54,sim[0.67,1.00,1.67]_temp[1.80,0.50,7..17],0.67,1.00,1.67,1.80,0.50,7,17,145.10,18.98,110,175
2025-11-09 23:50:25,sim[0.67,1.00,1.67]_temp[1.80,0.70,3..13],0.67,1.00,1.67,1.80,0.70,3,13,143.10,23.43,99,194
2025-11-09 23:54:56,sim[0.67,1.00,1.67]_temp[1.80,0.70,3..15],0.67,1.00,1.67,1.80,0.70,3,15,139.60,29.44,79,181
2025-11-09 23:59:27,sim[0.67,1.00,1.67]_temp[1.80,0.70,3..17],0.67,1.00,1.67,1.80,0.70,3,17,156.70,34.74,69,222
2025-11-10 00:03:59,sim[0.67,1.00,1.67]_temp[1.80,0.70,5..13],0.67,1.00,1.67,1.80,0.70,5,13,156.55,24.51,118,221
2025-11-10 00:08:29,sim[0.67,1.00,1.67]_temp[1.80,0.70,5..15],0.67,1.00,1.67,1.80,0.70,5,15,148.85,25.13,74,181
2025-11-10 00:13:00,sim[0.67,1.00,1.67]_temp[1.80,0.70,5..17],0.67,1.00,1.67,1.80,0.70,5,17,146.45,26.54,85,193
2025-11-10 00:17:31,sim[0.67,1.00,1.67]_temp[1.80,0.70,7..13],0.67,1.00,1.67,1.80,0.70,7,13,156.65,30.40,93,214
2025-11-10 00:22:07,sim[0.67,1.00,1.67]_temp[1.80,0.70,7..15],0.67,1.00,1.67,1.80,0.70,7,15,136.00,22.94,88,163
2025-11-10 00:26:39,sim[0.67,1.00,1.67]_temp[1.80,0.70,7..17],0.67,1.00,1.67,1.80,0.70,7,17,146.75,19.86,107,196
